ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
940,simple,D190,GDT DC 2Pin 24V 40x40x10mm 4010S Brushless Cooling Cooler Fan,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<strong>Descreption :-</strong>

Dimensions: 40x40x10mm
Connector:2P(XH2.54)
Rated Voltage: DC:24v
Rated Current: 0.1ñ10% Amp
Rated Speed: 7500ñ10%rpm
Air flow:8.29CFM
Noise: 26ñ10%dBA
Bearing Type: Sleeve
Life: 35000 hours
Cable Lenght: 23cm
Weight: 14g/pcs

<strong>Packing include :-</strong>

1x DC 2Pin 24V 4cm 40mm 4010S 40mmx40x10mm Brushless Cooling Cooler Fan",,,taxable,,1,10,,0,0,,,,,1,,,150,Aurdino,"brushless cooling fan, cooler fan",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-4-12.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-1-25.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-4-12.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-32.jpg",,,,,,,,,0
945,simple,D205,W1209 Blue LED DC 12 V Heat Cool Temp Thermostat Temperature Control Switch,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Dimensions: 48 * 40mm</li>
 	<li>Temperature control mode: ON / OFF</li>
 	<li>Temperature range :-50-110</li>
 	<li>ResolutionWhen temperature is 0.1 the resolution is -9.9~99.9, other temperature segment is 1</li>
 	<li>Control accuracy: 0.1</li>
 	<li>Hysteresis accuracy: 0.1</li>
 	<li>Refresh rate: 0.5S</li>
 	<li>High temperature protection 0-110</li>
 	<li>Supply voltage: for DC 12V</li>
 	<li>Static current: ó 35MA, attract current ó 65MA</li>
 	<li>Output voltage: for DC 12V</li>
 	<li>Output power: 10A relay</li>
 	<li>Measurement input: NTC (10K 0.5%) Waterproof Sensor</li>
 	<li>Environmental requirements: -10 ~ 60 Humidity 20% -85%</li>
 	<li>-50~110C DC 12V Digital LCD Temperature Controller Heat Cool Temp Thermostat Thermometer Regulator + Sensor WKQ001-P343</li>
</ul>
</div>
<div class=""box""><span style=""font-size: large;"">Specification :-</span>
<ul>
 	<li><span style=""font-size: large;"">I</span><span style=""font-size: medium;"">nput Voltage: DC 12V</span></li>
 	<li>Control Range: -50~110 Degree Centigrade</li>
 	<li>Resolution :-</li>
 	<li>-9.9~99.9 Degree C: 0.1 Degree C</li>
 	<li>Else Range: 1 Degree C</li>
 	<li>Control Accuracy: 0.1 Degree C</li>
 	<li>Temperature Accuracy: 0.2%FS</li>
 	<li>Refresh Rate: 0.5s</li>
 	<li>Measurement Input: NTC(B3950=10K 0.5%)waterproof sensor (Cable Length: 1 meter)</li>
 	<li>Output: Output Switch, Max. 10A</li>
 	<li>Environment Requirement: -30~60 Degree C</li>
 	<li>Humidity: 20%~85%</li>
</ul>
</div>
<div class=""box""><span style=""font-size: large;"">Parameters Setting :-

</span>
<ul>
 	<li></li>
 	<li>P1: Backlash Setting</li>
 	<li>P2:Highest Range Setting</li>
 	<li>P3:Lowest Range Setting</li>
 	<li>P4:Temperature Calibration</li>
 	<li>P5:Delay Start Time</li>
 	<li>P6:High Temperature Alarm</li>
 	<li>P7: Data Lock Switch</li>
 	<li>P8: Restore Factory Settings</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span>

</span>
<ul>
 	<li>ÿ1 PcsÿW1209 ÿBlue LED DC 12 V Heat Cool Temp Thermostat Temperature Control Switch</li>
</ul>
</div>",,,taxable,,0,0,,0,0,,,,,1,,,347,Aurdino,"control switch, heat, switch, tempture, tempture controller",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-33.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-33.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/33.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/34.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/36.jpg",,,,,,,,,0
954,simple,D217,DHT12 Digital Temperature and Humidity Sensor Fully compatible with DHT11,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Relative Humidity</li>
 	<li>Resolution:0.1%RH</li>
 	<li>Repeatability: 1%RH</li>
 	<li>Accuracy:25 5%RH</li>
 	<li>Interchangeability Fully interchangeable</li>
 	<li>Response Time 1/e(63%)25 20s 1m/s air 6s</li>
 	<li>Sluggish:&lt; 0.3%RH</li>
 	<li>Long-term Stability:&lt; 0.5%RH/yr</li>
 	<li>Temperature</li>
 	<li>Resolution:0.1</li>
 	<li>Repeatability: .2</li>
 	<li>Accuracy:25 0.5</li>
 	<li>Response Time:1/e(63%)20s</li>
 	<li>Electrical Characteristics</li>
 	<li>Power Supply:DC2.7-5.5V</li>
 	<li>Current:1mA</li>
 	<li>Standby:60 A</li>
 	<li>Sampling Period:&gt;2s</li>
 	<li>Pin Definition 1.VDD 2.SDA 3.GND 4.SCL</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><strong><span style=""font-size: large;"">Package Contents :-</span></strong>
</span>
<ul>
 	<li>ÿ1 PcsÿDHT12 Digital Temperature and Humidity Sensor Fully compatible with DHT11</li>
</ul>
</div>",,,taxable,,1,8,,0,0,,,,,1,,,130,Aurdino,"dht12, Humidity Sensor, tempture sensore",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-2-20.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-1-26.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-2-19.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-3-17.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-34.jpg",,,,,,,,,0
956,simple,D206,GY 68 BMP180 Replace BMP085 Digital Barometric Pressure Sensor Module Arduino,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Measuring the absolute pressure of the enviroment using a digital barometer such as this has some interesting applications. By converting the pressure measured into altitude, you have a reliable sensor for determining the height of your robot, plane or projectile!</li>
 	<li>Using a sensor as capable as the BMP180 you can achieve accurary of 1m, with noise of only 17cm in ultra high resolution noise. The device will operate at only 0.3uA meaning low current draw for battery powered applications.</li>
 	<li>The BMP180 comes fully calibrated and ready to use. As the device operates over I2C we've added optional I2C pull ups that can be enabled using the PU (pull up) jumper on the board for your convenience and ease during breadboarding.</li>
 	<li>Using I2C, the device provides pressure and temperature as 16bit values, which are used along with calibration data within the device are used to provide a temperature compensated altitude calculation.</li>
</ul>
</div>
<div class=""box""><span style=""font-size: large;"">Features :-</span>
<ul>
 	<li>1.8V to 3.6V Supply Voltage</li>
 	<li>Low power consumption - 0.5uA at 1Hz</li>
 	<li>I2C interface</li>
 	<li>Max I2C Speed: 3.5Mhz</li>
 	<li>Very low noise - up to 0.02hPa (17cm)</li>
 	<li>Full calibrated</li>
 	<li>Pressure Range: 300hPa to 1100hPa (+9000m to -500m)</li>
 	<li>Weight: 1.18g</li>
 	<li>Size: 21mm x 18mm</li>
</ul>
</div>
<div class=""box""><span style=""font-size: large;"">Specification :-</span>
<ul>
 	<li>Measuring the absolute pressure of the enviroment using a digital barometer such as this has some interesting applications. By converting the pressure measured into altitude, you have a reliable sensor for determining the height of your robot, plane or projectile</li>
</ul>
<ul>
 	<li>Using a sensor as capable as the BMP180 you can achieve accurary of 1m, with noise of only 17cm in ultra high resolution noise. The device will operate at only 0.3uA meaning low current draw for battery powered applications.</li>
</ul>
<ul>
 	<li>The BMP180 comes fully calibrated and ready to use. As the device operates over I2C we've added optional I2C pull ups that can be enabled using the PU (pull up) jumper on the board for your convenience and ease during breadboarding.</li>
</ul>
<ul>
 	<li>Using I2C, the device provides pressure and temperature as 16bit values, which are used along with calibration data within the device are used to provide a temperature compensated altitude calculation.</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span>

</span>
<ul>
 	<li>1 PcsÿGY 68 BMP180 Replace BMP085 Digital Barometric Pressure Sensor Module Arduino</li>
</ul>
</div>",,,taxable,,0,,,0,0,,,,,1,,,304,Aurdino,"baromertic pressure, bmp180, gy-68, sensor module",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/27.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/24.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/25.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/26.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/27.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/28.jpg",,,,,,,,,0
967,simple,D207,Mini PAM8403 5V Digital Amplifier Board USB Power Supply,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<strong>Features :</strong>

<span style=""color: #111111;"">Operating voltage: 2.5V-5.5V</span>Maximum output power: 3W*2(5V 4?)

PCB size is about: length 30mm width 22mm overall height after installed is about 16mm

Built with switch Potentiometer, can adjust the volume &amp; control power switch freely!

<span style=""color: #111111;"">Flexible assembly usage.</span>
<div id=""ds_div"">

<strong>Usage:</strong>

<span style=""color: #339ccc;""><b>
</b></span><span style=""color: #111111;"">Suitable for battery or portable electronics products, suitable for long time steady usage.ÿ</span>

<strong>Note:</strong>

<span style=""color: #339ccc;""><b>
</b></span><span style=""color: #111111;"">Please make sure the power supply is not more than 5.5V and please don't do reverse polarity for ""+"" and ""-"", or else, it will burn the board.</span>

<span style=""font-size: x-large;"">Package content ÿ:-</span>

<span style=""font-size: x-large;"">ÿ ÿ1 xÿ</span><span style=""color: #111111; font-family: 'Open Sans'; font-size: x-large;"">Mini PAM8403 5V Digital Amplifier Board USB Power Supply ÿ</span>
<div></div>
</div>",,,taxable,,1,2,,0,0,,,,,1,,,187,Aurdino,"amplifier board, switich potenometer, USB",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/18-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/16-3.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/17-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/18-1.jpg",,,,,,,,,0
968,simple,D216,CD4066BE DIP-14 Quad Analogue Switch IC,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b></span></div>
<div class=""box""></div>
<ul>
 	<li class=""box"">The CD4066BE is a CMOS quad bilateral switch in 14 pin DIP package. This switch is intended for transmission or multiplexing of analogue or digital signals. It is pin to pin compatible with CD4016B but exhibits much lower on state resistance. The on state resistance is relatively constant over full input signal range. The CD4066B consists of four bilateral switches with independent controls. Both P and N device in given switch are biased on or off simultaneously by control signal. The advantages over single channel switches include peak input signal voltage swings equal to full supply voltage and more constant on state impedance over input signal range.
15V digital or 7.5V peak to peak switching
125ohm typical on state resistance for 15V operation
Switch on state resistance matched to within 5 over 15V signal input range
On state resistance flat over full peak to peak signal range
Meets all requirements of JEDEC tentative standard JESD 13B
5V, 10V and 15V parametric ratings
Matched control input to signal output capacitance reduces output signal transients
Supply voltage range from 3V to 18V
Operating temperature range -55 C to 125 C</li>
</ul>
<div class=""box""><span style=""font-size: medium;""><strong><span style=""font-size: large;"">Package Contents :-</span></strong></span><span style=""font-size: medium;"">
</span>
<ul>
 	<li>ÿ1 Pcs CD4066BE ÿDIP-14 ÿQuad Analogue Switch IC</li>
</ul>
</div>",,,taxable,,1,95,,0,0,,,,,1,,,87,Aurdino,"cd4066be, quad analogue",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-4-13.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-1-27.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-4-13.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-35.jpg",,,,,,,,,0
975,simple,D215,433Mhz HC-12 SI4463 Wireless Serial Port Module 1000m Replace Bluetooth,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<strong>
Features :-</strong>

Supply voltage: 3.2V~5.5V. (If the module you want to work long hours in the emission state, it is recommended that when the supply voltage exceeds 4.5V threaded a 1N4007 diode to prevent module built-in LDO heated)
Default address range (open field test): About 600m (maximum communication distance adjustable reach 1000m, the baud rate is 5000bps)
Default idle current: 16MA (In different working modes operating current is different)
Module dimensions: 27.8 x 14.4 x 4mm
Operating frequency range: 433.4-473.0MHz, up to 100 channels of communication
The maximum transmit power: 100mW (settable)
Module support software upgrade
Default factory settings: Mode FU3, baud rate is 9600bps, communication channels CH001 (433.4M)

<strong>Package included:</strong>
<div><strong>ÿ ÿ ÿ ÿ ÿ ÿ 1 Xÿ</strong><span style=""color: #111111; font-family: 'Open Sans';"">433Mhz HC-12 SI4463 Wireless Serial Port Module 1000m Replace Bluetooth</span></div>",,,taxable,,0,,,0,0,,,,,1,,,524,Aurdino,"Module, serial port, Wireless",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/65-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/65.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/61-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/62-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/63-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/64-1.jpg",,,,,,,,,0
976,simple,D210,BLE4.0 Bluetooth NRF51822 Module 2.4G Wireless Communication Module Transmitter,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div id=""ds_div"">
<h2>Core51822 Specifications</h2>
<ul>
 	<li>Onboard chip: nRF51822</li>
 	<li>Communication distance (open outdoor1M data rate): 30m</li>
 	<li>Frequency range: 2.4GHz</li>
 	<li>Operating voltage: 2.0V ~ 3.6V</li>
 	<li>Operating temperature: -40C ~ 85C</li>
 	<li>Dimension (PCB): 24.5mm x 32.26mm</li>
 	<li>Expansion pinheader: all the I/Os except P0.26 and P0.27</li>
 	<li>Pinheader pitch: 2.00mm</li>
 	<li>Spacing between pinheaders on the left side and the right side: 18.00mm</li>
 	<li>Antenna: onboard antenna</li>
</ul>
<div><span style=""font-family: 'Open Sans', Arial, Helvetica, sans-serif, SimSun, ??;"">ÿ</span></div>
<div><span style=""font-family: 'Open Sans', Arial, Helvetica, sans-serif, SimSun, ??;"">ÿ</span></div>
<h2>nRF51822 Features</h2>
<ul>
 	<li>2.4 GHz multiprotocol RF transceiver</li>
 	<li>ARM Cortex-M0 32 bit processor</li>
 	<li>128 bit AES HW encryption</li>
 	<li>256kB flash &amp; 16kB RAM</li>
 	<li>Programmable Peripheral Interconnect (PPI)</li>
 	<li>Digital interfaces: SPI, I2C, UART</li>
 	<li>10 bit ADC</li>
 	<li>Programmable output power: -20 to +4 dBm</li>
 	<li>Independent application development and protocol stack</li>
 	<li>Fully compatible with NRF24L series</li>
 	<li>Pinout compatible with NRF51xxx series</li>
 	<li>Global separate power management</li>
 	<li>Operating voltage: 1.8 V ~ 3.6 V</li>
</ul>
<div><span style=""font-family: 'Open Sans', Arial, Helvetica, sans-serif, SimSun, ??;"">ÿ</span></div>
<h2>Applications</h2>
<ul>
 	<li>Wearable devices</li>
 	<li>Bluetooth intelligent application</li>
 	<li>Mobile phone accessories</li>
 	<li>RFID labels</li>
 	<li>Smart home appliances</li>
 	<li>Industry control</li>
 	<li>Data acquisition system</li>
</ul>
<div><span style=""font-family: 'Open Sans', Arial, Helvetica, sans-serif, SimSun, ??;"">ÿ</span></div>
<div>Package Content :-</div>
<div></div>
<div>ÿ ÿ ÿ ÿ ÿ 1 x ÿBLE4.0 Bluetooth NRF51822 Module 2.4G Wireless Communication Module Transmitter</div>
</div>",,,taxable,,0,0,,0,0,,,,,1,,,1634,Aurdino,"ble4.0, bluetooth, communtion module, nef518222 module, wirless",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/5-12.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/5-12.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/6-8.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/7-4.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/8-5.jpg",,,,,,,,,0
992,simple,D211,SIM800L V2.0 5V Wireless GSM GPRS MODULE Quad-Band W/ Antenna Cable,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<strong>Description:</strong>
<ul>
 	<li>TTL serial interface compatible with 3.3V and 5V Microcontrollers,compatible with arduino.</li>
 	<li>This SIM800l module has a set of TTL level serial interface, a set of power supply interface. Besides, there are a set of antenna interface on this module.</li>
 	<li>100% New and High Quality</li>
 	<li>Network support: Quad-Band 850 / 900/ 1800 / 1900 MHz, it can transmit Voice, SMS and data information with low powe</li>
 	<li>5v Power interface Power the module</li>
 	<li>VDD TTL UART interface The TTL UART serial interface, you can connect the MCU like 51MCU or ARM or MSP430 directly. The pin of VDD is used to match voltage of the TTL.</li>
 	<li>Model: SIM800L</li>
 	<li>Work voltage: 3.7~5V</li>
 	<li>Size:40mm*28mm*3mm</li>
 	<li>Material: Metal</li>
</ul>
<strong>
Package Includes:
</strong>
<ul>
 	<li><b>1 xÿSIM800L V2.0 5V Wireless GSM GPRS MODULE Quad-Band W/ Antenna Cable</b></li>
</ul>",,,taxable,,1,4,,0,0,,,,,1,,,1202,Aurdino,"GPRS, GSM, Module, sim800L, wirelss",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/71.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/71.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/72.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/73.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/74.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/75.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/76.jpg",,,,,,,,,0
993,simple,D214,CC1101 Wireless Module SMA Antenna Wireless Transceiver Module For arduino,1,0,visible,"Best in quality, price &amp; support support@hoverbirds.in","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>ÿ ÿWireless Module</li>
 	<li>ÿ ÿCondition: New</li>
 	<li>ÿ ÿOperating frequency:(Module:387-464MHZ)</li>
 	<li>ÿ ÿWorking voltage :1.8-3.6V</li>
 	<li>ÿ ÿInstantaneous maximum working current: &lt;30ma&gt;</li>
 	<li>ÿ ÿMaximum transmit power: 10mW (+10dBm)</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><strong><span style=""font-size: large;"">Package Contents :-</span></strong>
</span>
<ul>
 	<li>1 PcsÿCC1101 Wireless Module SMA Antenna Wireless Transceiver Module For arduino</li>
</ul>
</div>",,,taxable,,1,2,,0,0,,,,,1,,,840,Aurdino,"antena, Module, transceiver, Wireless",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/20-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/20-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/21.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/22.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/23.jpg",,,,,,,,,0
1004,simple,D213,8.5 CM x 5.5 CM 400 Holes Mini Bread Board For Arduino,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<strong><span style=""font-size: large;"">Package Contents :-</span></strong>
<ul>
 	<li>ÿ1 x 8.5 CM x 5.5 CM 400 Holes Mini Bread Board For Arduino</li>
</ul>",,,taxable,,1,18,,0,0,,,,,1,,,198,Aurdino,"400 holes, bread board, mini",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/2-30.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-37.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/2-30.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/3-20.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/4-20.jpg",,,,,,,,,0
1010,simple,,NRF51822 2.4G Wireless Module Wireless Communication Module Bluetooth module,1,0,visible,"<div class="""">
<h2 id=""subTitle"" class=""it-sttl"">zigbee module / DMX512 support@hoverbirds.in</h2>
</div>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>2.4 GHz multiprotocol RF transceiver</li>
 	<li>ARM? Cortex?-M0 32 bit processor</li>
 	<li>128 bit AES HW encryption</li>
 	<li>128kB flash &amp; 16Kb RAM</li>
 	<li>Programmable Peripheral Interconnect (PPI)</li>
 	<li>Digital interfaces: SPI, I2C, UART</li>
 	<li>10 bit ADC</li>
 	<li>Programmable output power: -20 to +4 dBm</li>
 	<li>Independent application development and protocol stack</li>
 	<li>Fully compatible with NRF24L series</li>
 	<li>Pinout compatible with NRF51xxx series</li>
 	<li>Global separate power management</li>
 	<li>Operating voltage: 1.8 V ~ 3.6 V</li>
</ul>
</div>
<div class=""box""><span style=""font-size: large;""><strong>Applications :-</strong>

</span>
<ul>
 	<li>Wearable devices</li>
 	<li>Bluetooth intelligent application</li>
 	<li>Mobile phone accessories</li>
 	<li>RFID labels</li>
 	<li>Smart home appliances</li>
 	<li>Industry control</li>
 	<li>Data acquisition system</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><strong><span style=""font-size: large;"">Package Contents :-</span></strong>

</span>
<ul>
 	<li>1 PcsÿNRF51822 2.4G Wireless Module Wireless Communication Module Bluetooth module</li>
</ul>
</div>",,,taxable,,0,0,,0,0,,,,,1,,,640,Aurdino,"communication module, nrf51822.2.4g, wirless",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/10-4.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/9-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/10-4.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/13-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/14-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/15-2.jpg",,,,,,,,,0
1020,simple,B001,USB Logic Analyzer Device Set Cable 24MHz 8CH for ARM FPGA M100,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: medium;"">Description :-



</span>Logical channel sampling speed of 24M / s. General applications 10M or so, enough to cope with all kinds of applications.<span style=""font-size: medium;"">
</span>The logic 8 inputs - can be collected. Would signal analysis, such as I2C, UART, sampling and analysis.<span style=""font-size: medium;"">
</span>The logic can sample up to 100 billion everything, so you capture even the most elusive events.<span style=""font-size: medium;"">
</span>To accept from logic: 5V voltage 5.25 V, standard CMOS threshold logic low level of 0.8V. 2.0 V logic high. The input impedance is to about 1 Mê see the additional specifications (10 pF)<span style=""font-size: medium;"">

</span>
<ul>
 	<li>Download</li>
</ul>
https://www.saleae.com/downloads<span style=""font-size: medium;"">

</span>
<ul>
 	<li>User Video</li>
</ul>
https://www.youtube.com/watch?v=wB_FRvIudKo<span style=""font-size: medium;"">
</span></div>
<div class=""box""><span style=""font-size: large;"">Package Contents :-</span>
<div>
<ul>
 	<li><span style=""font-size: medium;"">ÿ 1 Pcs xÿUSB Logic Analyzer Device Set Cable 24MHz 8CH for ARM FPGA M100</span></li>
</ul>
</div>
</div>",,,taxable,,1,4,,0,0,,,,,1,,,1044,Programmers and Analyzer,"24MHz, 8CH, ARM, FPGA, Logic Analyzer, M100, Set Cable, USB",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-1-28.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-1-28.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1PCS-USB-Logic-Analyzer-Device-Set-USB-Cable.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/f0f7d8dbc72d994964115d5df9cd4602_2048x2048.jpg",,,,,,,,,0
1021,simple,A001,ESD Anti-Static Stainless Steel  Tweezers Maintenance Tools Kit,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<strong>Package Inside :-</strong>

1 XÿESD Anti-Static Stainless Steel Tweezer Set Tweezers Maintenance Tools Kit",,,taxable,,0,0,,0,0,,,,,1,,,737,Tools,"esd, lab equipment, tools, tweenzer",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/4-21.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/3-21.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/4-21.jpg",,,,,,,,,0
1029,simple,A002,"SN-48B crimping tool , crimping plier 0.5-1.5mm2 multi tool",1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<strong>Package Contents :-

</strong>1 xÿSN-48B crimping tool , crimping plier 0.5-1.5mm2 multi tool",,,taxable,,0,0,,0,0,,,,,1,,,1229,Tools,"crimiping piler, crrimiping tool, esd, lab equipment, piler, tools",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/7-6.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/7-5.jpg",,,,,,,,,0
